AT1G08910.1	A0A0A7EPL0-2
AXX17_At4g06280	A0A178V3N8
AXX17_At4g22600	A0A178V3N9
AXX17_At4g22600	A0A178V3N9
AXX17_At4g31850	A0A178V3P0
AXX17_At4g31850	A0A178V3P0
AXX17_At4g28470	A0A178V3P1
AXX17_At4g28470	A0A178V3P1
AXX17_At4g09990	A0A178V3P2
AT4G28940.1	A0A178V3P4
AXX17_At4g14030	A0A178V3P5
AXX17_At4g14030	A0A178V3P5
AXX17_At4g14030	A0A178V3P5
AXX17_At4g43790	A0A178V3P7
AXX17_At4g43880	A0A178V3P8
AXX17_At4g03180	A0A178V3Q0
AXX17_At4g03180	A0A178V3Q0
AXX17_At4g20350	A0A178V3Q2
AXX17_At4g20350	A0A178V3Q2
AT4G37540.1	A0A178V3Q3
AXX17_At4g16330	A0A178V3Q4
AT4G10330.1	A0A178V3Q6
AXX17_At4g30130	A0A178V3Q7
AXX17_At4g30130	A0A178V3Q7
AXX17_At4g06030	A0A178V3R0
AXX17_At4g25740	A0A178V3R1
AXX17_At4g29070	A0A178V3R2
AT4G33040.1	A0A178V3R3
AXX17_At4g18910	A0A178V3R4
AXX17_At4g17060	A0A178V3R5
AXX17_At4g23400	A0A178V3R6
AXX17_At4g23400	A0A178V3R6
AT4G24290.2	A0A178V3R7
AT4G24290.3	A0A178V3R7
AXX17_At4g25920	A0A178V3R8
AXX17_At4g43710	A0A178V3R9
AXX17_At4g44970	A0A178V3S1
AXX17_At4g03220	A0A178V3S3
AXX17_At4g03220	A0A178V3S3
AXX17_At4g09670	A0A178V3S4
AXX17_At4g27870	A0A178V3S5
AXX17_At4g40990	A0A178V3S6
AT4G24590.5	A0A178V3S7
AXX17_At4g06950	A0A178V3S8
AXX17_At4g03870	A0A178V3S9
AXX17_At4g42190	A0A178V3T1
AXX17_At4g23690	A0A178V3T2
AXX17_At4g11870	A0A178V3T3
AXX17_At4g11870	A0A178V3T3
AXX17_At4g22020	A0A178V3T4
AT4G32610.1	A0A178V3T5
AXX17_At4g17030	A0A178V3T6
AXX17_At4g10890	A0A178V3T7
AXX17_At4g10890	A0A178V3T7
AXX17_At4g04050	A0A178V3U0
AXX17_At4g12010	A0A178V3U2
AXX17_At4g26920	A0A178V3U3
AT4G15520.1	A0A178V3U4
AXX17_At4g28550	A0A178V3U5
AT4G20900.2	A0A178V3U6
AXX17_At4g26350	A0A178V3U7
AT4G33960.1	A0A178V3U8
AT4G27940.1	A0A178V3U9
AXX17_At4g36460	A0A178V3V0
AXX17_At4g01480	A0A178V3V1
AT4G29040.1	A0A178V3V3
AXX17_At4g22760	A0A178V3V4
AXX17_At4g15910	A0A178V3V5
AXX17_At4g20830	A0A178V3V6
AXX17_At4g43800	A0A178V3V7
AXX17_At4g34170	A0A178V3W0
AT4G14420.1	A0A178V3W1
AT4G31260.1	A0A178V3W2
AXX17_At4g02040	A0A178V3W3
AT4G01310.1	A0A178V3W4
AT4G05430.1	A0A178V3W6
AXX17_At4g15920	A0A178V3W7
AXX17_At4g44010	A0A178V3W9
AXX17_At4g37930	A0A178V3X0
AXX17_At4g18890	A0A178V3X2
AXX17_At4g18890	A0A178V3X2
AXX17_At4g18890	A0A178V3X2
AT4G04900.1	A0A178V3X3
AT4G04900.2	A0A178V3X3
AXX17_At4g11880	A0A178V3X6
AXX17_At4g11880	A0A178V3X6
AXX17_At4g15240	A0A178V3X7
AT4G37980.1	A0A178V3X8
AXX17_At4g12450	A0A178V3X9
AXX17_At4g30700	A0A178V3Y0
AXX17_At4g11700	A0A178V3Y1
AT4G25070.1	A0A178V3Y2
AXX17_At4g17660	A0A178V3Y3
AXX17_At4g11470	A0A178V3Y4
AXX17_At4g32740	A0A178V3Y6
AXX17_At4g32740	A0A178V3Y6
AXX17_At4g20410	A0A178V3Y8
AXX17_At4g20410	A0A178V3Y8
AXX17_At4g37620	A0A178V3Z4
AXX17_At4g28710	A0A178V3Z5
AXX17_At4g27890	A0A178V3Z6
AT4G02790.1	A0A178V3Z7
AT4G20380.1	A0A178V3Z8
AT4G20380.3	A0A178V3Z8
AT4G20380.4	A0A178V3Z8
AT4G20380.5	A0A178V3Z8
AT4G20380.6	A0A178V3Z8
AXX17_At4g27240	A0A178V401
AXX17_At4g34660	A0A178V402
AXX17_At4g34660	A0A178V402
AXX17_At4g36780	A0A178V405
AXX17_At4g44200	A0A178V406
AXX17_At4g44200	A0A178V406
AXX17_At4g30780	A0A178V407
AXX17_At4g30780	A0A178V407
AXX17_At4g30470	A0A178V408
AXX17_At4g30470	A0A178V408
AXX17_At4g20010	A0A178V409
AXX17_At4g15490	A0A178V410
AXX17_At4g33600	A0A178V411
AXX17_At4g41300	A0A178V412
AXX17_At4g41300	A0A178V412
AXX17_At4g41300	A0A178V412
AXX17_At4g41300	A0A178V412
AT4G18390.1	A0A178V414
AT4G18390.2	A0A178V414
AXX17_At4g15820	A0A178V415
AXX17_At4g18730	A0A178V416
AXX17_At4g18730	A0A178V416
AXX17_At4g14140	A0A178V418
AT4G19100.1	A0A178V419
AXX17_At4g16560	A0A178V420
AXX17_At4g01180	A0A178V423
AXX17_At4g03290	A0A178V424
AXX17_At4g06990	A0A178V425
AXX17_At4g06990	A0A178V425
AXX17_At4g10890	A0A178V428
AXX17_At4g10890	A0A178V428
AXX17_At4g00500	A0A178V429
AXX17_At4g42370	A0A178V430
AT4G24230.1	A0A178V431
AXX17_At4g14410	A0A178V432
AT4G15750.1	A0A178V433
AT4G18920.1	A0A178V434
AXX17_At4g41720	A0A178V435
AT4G38860.1	A0A178V436
AXX17_At4g17650	A0A178V438
AT4G18520.1	A0A178V439
AXX17_At4g34090	A0A178V440
AXX17_At4g34090	A0A178V440
AT4G37682.1	A0A178V441
AXX17_At4g03660	A0A178V442
AXX17_At4g40380	A0A178V443
AXX17_At4g11800	A0A178V445
AXX17_At4g11800	A0A178V445
AXX17_At4g16240	A0A178V446
AT4G39670.1	A0A178V447
AXX17_At4g25640	A0A178V448
AT4G09730.1	A0A178V449
AT4G32860.1	A0A178V450
AT4G27620.1	A0A178V451
AT4G27620.2	A0A178V451
AT4G28110.1	A0A178V452
AT4G18100.1	A0A178V453
AXX17_At4g24370	A0A178V454
AXX17_At4g24370	A0A178V454
AT4G00620.1	A0A178V455
AXX17_At4g03930	A0A178V457
AXX17_At4g04150	A0A178V458
AXX17_At4g04550	A0A178V459
AXX17_At4g30760	A0A178V460
AT4G21300.1	A0A178V461
AXX17_At4g41510	A0A178V463
AXX17_At4g41510	A0A178V463
AXX17_At4g41510	A0A178V463
AXX17_At4g41510	A0A178V463
AXX17_At4g31900	A0A178V464
AXX17_At4g31230	A0A178V465
AXX17_At4g31230	A0A178V465
AXX17_At4g31230	A0A178V465
AXX17_At4g19150	A0A178V466
AXX17_At4g38180	A0A178V469
AXX17_At4g29350	A0A178V470
AXX17_At4g08780	A0A178V471
AXX17_At4g08780	A0A178V471
AXX17_At4g16150	A0A178V472
AXX17_At4g05010	A0A178V473
AT4G33495.1	A0A178V474
AXX17_At4g20190	A0A178V476
AXX17_At4g24570	A0A178V477
AXX17_At4g24570	A0A178V477
AXX17_At4g02090	A0A178V478
AXX17_At4g41190	A0A178V479
AXX17_At4g28470	A0A178V480
AXX17_At4g28470	A0A178V480
AXX17_At4g13670	A0A178V482
AXX17_At4g20600	A0A178V483
AXX17_At4g20600	A0A178V483
AXX17_At4g01210	A0A178V484
AT4G00755.1	A0A178V485
AT4G00755.2	A0A178V485
AXX17_At4g06560	A0A178V489
AT4G27980.2	A0A178V490
AXX17_At4g32080	A0A178V492
AXX17_At4g32080	A0A178V492
AXX17_At4g06710	A0A178V493
AXX17_At4g10590	A0A178V494
AT4G34530.1	A0A178V495
AXX17_At4g01770	A0A178V497
AXX17_At4g01770	A0A178V497
AT4G27730.1	A0A178V498
AT4G14830.1	A0A178V4A0
AXX17_At4g02690	A0A178V4A1
AXX17_At4g02690	A0A178V4A1
AXX17_At4g02690	A0A178V4A1
AXX17_At4g02770	A0A178V4A3
AXX17_At4g02770	A0A178V4A3
AXX17_At4g02770	A0A178V4A3
AXX17_At4g02770	A0A178V4A3
AXX17_At4g04610	A0A178V4A4
AXX17_At4g05520	A0A178V4A5
AXX17_At4g21080	A0A178V4A6
AT4G02680.1	A0A178V4A7
AXX17_At4g23640	A0A178V4B1
AXX17_At4g17960	A0A178V4B2
AXX17_At4g22510	A0A178V4B4
AXX17_At4g44710	A0A178V4B6
AXX17_At4g40450	A0A178V4B8
AXX17_At4g41590	A0A178V4B9
AT4G20380.2	A0A178V4C0
AT4G20380.7	A0A178V4C0
AXX17_At4g42120	A0A178V4C2
AXX17_At4g23070	A0A178V4C3
AXX17_At4g44830	A0A178V4C4
AXX17_At4g44830	A0A178V4C4
AT4G09890.1	A0A178V4C7
AXX17_At4g42570	A0A178V4C8
AXX17_At4g38390	A0A178V4C9
AXX17_At4g34430	A0A178V4D1
AXX17_At4g41960	A0A178V4D2
AT4G27310.1	A0A178V4D3
AXX17_At4g31000	A0A178V4D5
AXX17_At4g13620	A0A178V4D6
AT4G39610.1	A0A178V4D7
AXX17_At4g03290	A0A178V4D9
AXX17_At4g04620	A0A178V4E0
AT4G33925.1	A0A178V4E1
AT4G30940.1	A0A178V4E2
AXX17_At4g23800	A0A178V4E3
AT4G00231.1	A0A178V4E4
AXX17_At4g27240	A0A178V4E5
AXX17_At4g19150	A0A178V4E6
AT4G37260.1	A0A178V4E7
AXX17_At4g16130	A0A178V4E8
AT4G17570.1	A0A178V4F0
AXX17_At4g01950	A0A178V4F1
AXX17_At4g01950	A0A178V4F1
AXX17_At4g01950	A0A178V4F1
AXX17_At4g33540	A0A178V4F2
AXX17_At4g20190	A0A178V4F3
AXX17_At4g14830	A0A178V4F4
AXX17_At4g13150	A0A178V4F5
AXX17_At4g17360	A0A178V4F6
AXX17_At4g43450	A0A178V4F7
AXX17_At4g09730	A0A178V4F8
AXX17_At4g06100	A0A178V4F9
AT4G32590.1	A0A178V4G2
AXX17_At4g31230	A0A178V4G3
AXX17_At4g31230	A0A178V4G3
AXX17_At4g31230	A0A178V4G3
AT4G17780.1	A0A178V4G5
AXX17_At4g15810	A0A178V4G6
AXX17_At4g25800	A0A178V4G7
AXX17_At4g31900	A0A178V4G8
AXX17_At4g31900	A0A178V4G8
AXX17_At4g05230	A0A178V4G9
AT4G09990.1	A0A178V4H0
AT4G19190.1	A0A178V4H1
AXX17_At4g40230	A0A178V4H2
AT4G23620.1	A0A178V4H4
AXX17_At4g00550	A0A178V4H5
AXX17_At4g18040	A0A178V4H8
AXX17_At4g18040	A0A178V4H8
AXX17_At4g11150	A0A178V4H9
AT4G29370.1	A0A178V4I0
AT4G01760.1	A0A178V4I1
AXX17_At4g09010	A0A178V4I2
AT4G38630.1	A0A178V4I4
AXX17_At4g05980	A0A178V4I5
AXX17_At4g10160	A0A178V4J1
AXX17_At4g10160	A0A178V4J1
AXX17_At4g43050	A0A178V4J2
AXX17_At4g42720	A0A178V4J5
AXX17_At4g45150	A0A178V4J7
AXX17_At4g16240	A0A178V4J8
AXX17_At4g24340	A0A178V4K0
AXX17_At4g24340	A0A178V4K0
AT4G27660.1	A0A178V4K2
AXX17_At4g33820	A0A178V4K3
AXX17_At4g29670	A0A178V4K4
AXX17_At4g11910	A0A178V4K5
AT4G25433.1	A0A178V4K6
AT4G40045.1	A0A178V4K7
AXX17_At4g19060	A0A178V4K8
AXX17_At4g33100	A0A178V4K9
AXX17_At4g33100	A0A178V4K9
AXX17_At4g33100	A0A178V4K9
AXX17_At4g26790	A0A178V4L1
AXX17_At4g32240	A0A178V4L2
AXX17_At4g12120	A0A178V4L4
AXX17_At4g25880	A0A178V4L5
AXX17_At4g04230	A0A178V4L7
AXX17_At4g30350	A0A178V4L8
AXX17_At4g31540	A0A178V4M0
AT4G24770.1	A0A178V4M1
AT4G24770.2	A0A178V4M1
AXX17_At4g23550	A0A178V4M2
AXX17_At4g14170	A0A178V4M3
AXX17_At4g39270	A0A178V4M4
AXX17_At3g45830	A0A178V4M5
AXX17_At3g02900	A0A178V4M6
AXX17_At4g33040	A0A178V4M7
AT4G02620.1	A0A178V4M8
AXX17_At4g03670	A0A178V4N0
AXX17_At4g30970	A0A178V4N1
AXX17_At4g30970	A0A178V4N1
AXX17_At4g00160	A0A178V4N3
AXX17_At4g19050	A0A178V4N5
AXX17_At4g28340	A0A178V4N6
AXX17_At4g45260	A0A178V4N7
AXX17_At4g10770AXX17_At4g10810	A0A178V4N9
AT4G18620.1	A0A178V4P0
AXX17_At4g18680	A0A178V4P1
AT4G33130.1	A0A178V4P2
AXX17_At4g03430	A0A178V4P3
AXX17_At4g13480	A0A178V4P4
AXX17_At4g07670	A0A178V4P5
AXX17_At4g07670	A0A178V4P5
AXX17_At4g35340	A0A178V4P6
AT4G14310.1	A0A178V4P8
AXX17_At4g14560	A0A178V4P9
AT4G25590.2	A0A178V4Q0
AT4G28480.1	A0A178V4Q1
AXX17_At3g48810	A0A178V4Q3
AT4G23760.1	A0A178V4Q4
AT3G18980.1	A0A178V4Q5
AT3G18980.2	A0A178V4Q5
AXX17_At4g41600	A0A178V4Q6
AXX17_At4g41600	A0A178V4Q6
AXX17_At4g22040	A0A178V4Q9
AXX17_At4g09330	A0A178V4R0
AXX17_At4g09330	A0A178V4R0
AXX17_At4g33040	A0A178V4R1
AXX17_At4g27330	A0A178V4R2
AT4G27110.1	A0A178V4R6
AT4G09153.1	A0A178V4R9
AXX17_At4g40630	A0A178V4S1
AXX17_At4g40630	A0A178V4S1
AXX17_At4g02390	A0A178V4S2
AXX17_At4g20520	A0A178V4S3
AXX17_At3g48810	A0A178V4S4
AXX17_At4g23450	A0A178V4S5
AXX17_At4g02790	A0A178V4S6
AXX17_At3g39510	A0A178V4S7
AT4G23680.1	A0A178V4S8
AXX17_At3g19280	A0A178V4S9
AXX17_At3g19280	A0A178V4S9
AXX17_At4g42680	A0A178V4T0
AXX17_At4g10200	A0A178V4T1
AT4G33520.1	A0A178V4T2
AXX17_At4g18020	A0A178V4T3
AXX17_At3g23290	A0A178V4T4
AXX17_At4g03680	A0A178V4T5
AXX17_At4g06960	A0A178V4T6
AXX17_At4g26030	A0A178V4T7
AXX17_At4g05630	A0A178V4T9
AXX17_At4g42200	A0A178V4U0
AXX17_At4g28390	A0A178V4U1
AXX17_At4g03870	A0A178V4U2
AXX17_At4g13980	A0A178V4U5
AXX17_At4g13980	A0A178V4U5
AT4G32510.2	A0A178V4U7
AT4G36195.1	A0A178V4U9
AT4G36195.3	A0A178V4U9
AT4G17170.1	A0A178V4V1
AT3G03310.1	A0A178V4V2
AXX17_At4g23190	A0A178V4V3
AXX17_At4g32080	A0A178V4V4
AXX17_At4g32080	A0A178V4V4
AXX17_At4g28560	A0A178V4V5
AXX17_At4g28560	A0A178V4V5
AXX17_At4g42250	A0A178V4V6
AXX17_At4g42250	A0A178V4V6
AXX17_At4g03980	A0A178V4V7
AXX17_At4g29730	A0A178V4V8
AXX17_At4g34030	A0A178V4V9
AT4G15140.1	A0A178V4W0
AT4G22517.1	A0A178V4W2
AXX17_At3g28230	A0A178V4W6
AXX17_At3g28230	A0A178V4W6
AXX17_At3g28230	A0A178V4W6
AXX17_At4g04640	A0A178V4W7
AT4G02670.2	A0A178V4W8
AT4G10290.1	A0A178V4W9
AXX17_At4g22800	A0A178V4X0
AXX17_At4g22800	A0A178V4X0
AXX17_At4g18560	A0A178V4X1
AXX17_At4g18560	A0A178V4X1
AT4G33630.1	A0A178V4X2
AT4G33630.2	A0A178V4X2
AT4G33630.3	A0A178V4X2
AT4G36950.1	A0A178V4X4
AXX17_At4g40480	A0A178V4X8
AXX17_At4g40480	A0A178V4X8
AXX17_At4g14260	A0A178V4Y0
AXX17_At4g00580	A0A178V4Y1
AXX17_At4g00580	A0A178V4Y1
AT4G28500.1	A0A178V4Y3
AXX17_At3g19700	A0A178V4Y4
AXX17_At3g42390	A0A178V4Y5
AXX17_At4g01960	A0A178V4Y8
AXX17_At4g44330	A0A178V4Z1
AXX17_At4g44330	A0A178V4Z1
AXX17_At4g21820	A0A178V4Z2
AXX17_At3g27080	A0A178V4Z4
AT4G16444.1	A0A178V4Z5
AXX17_At3g39750	A0A178V4Z6
AXX17_At3g39750	A0A178V4Z6
AXX17_At4g26800	A0A178V4Z8
AXX17_At4g30530	A0A178V500
AXX17_At4g30140	A0A178V501
AXX17_At4g21390	A0A178V502
AXX17_At4g11530	A0A178V503
AXX17_At4g13240	A0A178V505
AXX17_At3g38150	A0A178V506
AXX17_At4g26250	A0A178V508
AT4G38495.1	A0A178V509
AT4G31320.1	A0A178V510
AT4G17240.1	A0A178V511
AXX17_At4g28710	A0A178V512
AT4G22740.1	A0A178V513
AT4G22740.2	A0A178V513
AXX17_At3g56440	A0A178V514
AXX17_At3g56440	A0A178V514
AXX17_At3g56440	A0A178V514
AT4G20810.1	A0A178V515
AT3G10060.1	A0A178V516
AXX17_At3g11730	A0A178V517
AXX17_At3g11730	A0A178V517
AXX17_At4g11300	A0A178V518
AXX17_At4g10040	A0A178V519
AXX17_At4g27810	A0A178V520
AXX17_At4g18490	A0A178V522
AXX17_At3g54540	A0A178V523
AXX17_At4g26260	A0A178V524
AXX17_At4g26260	A0A178V524
AXX17_At4g19840	A0A178V526
AXX17_At4g15000	A0A178V527
AXX17_At4g15000	A0A178V527
AXX17_At4g12550	A0A178V528
AXX17_At3g41720	A0A178V529
AT3G51810.1	A0A178V532
AXX17_At4g00070	A0A178V533
AT4G12530.1	A0A178V534
AXX17_At4g29870	A0A178V537
AXX17_At4g19570	A0A178V538
AXX17_At4g19570	A0A178V538
AXX17_At4g11670	A0A178V539
AXX17_At4g04500	A0A178V541
AT4G21890.1	A0A178V542
AXX17_At3g03390	A0A178V543
AXX17_At4g10940	A0A178V545
AXX17_At4g12320	A0A178V546
AT4G35783.1	A0A178V547
AXX17_At4g23210	A0A178V548
AT4G28600.1	A0A178V549
AT4G28600.2	A0A178V549
AT4G20870.1	A0A178V550
AT4G20870.2	A0A178V550
AXX17_At4g15940	A0A178V551
AXX17_At4g25790	A0A178V553
AXX17_At4g16420	A0A178V554
AXX17_At4g21870	A0A178V555
AXX17_At4g21870	A0A178V555
AXX17_At4g07550	A0A178V556
AXX17_At4g05020	A0A178V557
AXX17_At4g05020	A0A178V557
AXX17_At4g41680	A0A178V558
AXX17_At3g04860	A0A178V559
AXX17_At3g40800	A0A178V560
AXX17_At3g40800	A0A178V560
AXX17_At4g25880	A0A178V561
AXX17_At4g02010	A0A178V562
AXX17_At4g13950	A0A178V564
AXX17_At4g13950	A0A178V564
AXX17_At3g47630	A0A178V565
AXX17_At3g47630	A0A178V565
AXX17_At4g05570	A0A178V567
AXX17_At4g28920	A0A178V568
AXX17_At3g00690	A0A178V572
AXX17_At3g00690	A0A178V572
AXX17_At4g17380	A0A178V574
AXX17_At3g11070	A0A178V579
AXX17_At3g11070	A0A178V579
AXX17_At3g11070	A0A178V579
AXX17_At3g11070	A0A178V579
AXX17_At4g35730	A0A178V581
AXX17_At3g32150	A0A178V582
AT4G35660.1	A0A178V583
AXX17_At4g01210	A0A178V584
AXX17_At4g36410	A0A178V585
AXX17_At4g12280	A0A178V586
AXX17_At4g12280	A0A178V586
AXX17_At4g12280	A0A178V586
AXX17_At4g14780	A0A178V587
AXX17_At4g20980	A0A178V588
AXX17_At3g30440	A0A178V591
AXX17_At3g37380	A0A178V592
AXX17_At4g29950	A0A178V593
AXX17_At4g29950	A0A178V593
AXX17_At4g29950	A0A178V593
AXX17_At3g21850	A0A178V594
AXX17_At3g21850	A0A178V594
AXX17_At4g10590	A0A178V595
AXX17_At4g01150	A0A178V596
AXX17_At4g09270	A0A178V598
AXX17_At3g28480	A0A178V599
AXX17_At3g18620	A0A178V5A1
AXX17_At4g30840	A0A178V5A3
AXX17_At4g30840	A0A178V5A3
AXX17_At4g30840	A0A178V5A3
AXX17_At4g30840	A0A178V5A3
AXX17_At4g34100	A0A178V5A5
AXX17_At4g34100	A0A178V5A5
AT4G28703.1	A0A178V5A7
AXX17_At4g12500	A0A178V5A8
AXX17_At4g23290	A0A178V5A9
AXX17_At3g41550	A0A178V5B0
AXX17_At3g35460	A0A178V5B1
AT4G24210.1	A0A178V5B2
AXX17_At4g15290	A0A178V5B4
AXX17_At4g02450	A0A178V5B6
AXX17_At4g02450	A0A178V5B6
AXX17_At4g38660	A0A178V5B7
AXX17_At4g38660	A0A178V5B7
AXX17_At4g45390	A0A178V5B9
AT4G34265.2	A0A178V5C0
AT3G06490.1	A0A178V5C1
AXX17_At4g34610	A0A178V5C2
AXX17_At4g37960	A0A178V5C4
AXX17_At3g37410	A0A178V5C5
AXX17_At3g37410	A0A178V5C5
AXX17_At3g37410	A0A178V5C5
AXX17_At4g44560	A0A178V5C6
AXX17_At4g40240	A0A178V5C7
AXX17_At4g20250	A0A178V5C9
AXX17_At4g20250	A0A178V5C9
AXX17_At4g20250	A0A178V5C9
AXX17_At4g20250	A0A178V5C9
AXX17_At4g20250	A0A178V5C9
AXX17_At4g12040	A0A178V5D0
AXX17_At4g21930	A0A178V5D1
AXX17_At4g23030	A0A178V5D3
AXX17_At3g48890	A0A178V5D4
AXX17_At3g48890	A0A178V5D4
AXX17_At3g48890	A0A178V5D4
AXX17_At4g09220	A0A178V5D5
AXX17_At4g09220	A0A178V5D5
AT4G14660.1	A0A178V5D6
AT4G14660.2	A0A178V5D6
AT4G14660.3	A0A178V5D6
AXX17_At4g10750	A0A178V5D8
AXX17_At4g10750	A0A178V5D8
AT4G36230.1	A0A178V5D9
AT4G23530.1	A0A178V5E1
AXX17_At4g07990	A0A178V5E5
AXX17_At3g05290	A0A178V5E6
AXX17_At3g19330	A0A178V5E7
AXX17_At4g18990	A0A178V5E8
AXX17_At4g18990	A0A178V5E8
AT4G32170.1	A0A178V5E9
AT4G26340.1	A0A178V5F0
AXX17_At4g24410	A0A178V5F1
AXX17_At4g24410	A0A178V5F1
AT4G35410.1	A0A178V5F3
AXX17_At3g32340	A0A178V5F5
AXX17_At3g32340	A0A178V5F5
AXX17_At3g32340	A0A178V5F5
AXX17_At3g32340	A0A178V5F5
AXX17_At3g44790	A0A178V5F6
AXX17_At4g19310	A0A178V5F7
AXX17_At3g08740	A0A178V5F8
AT4G02425.1	A0A178V5F9
AXX17_At4g33120	A0A178V5G0
AXX17_At4g33120	A0A178V5G0
AT4G37180.3	A0A178V5G1
AXX17_At4g32450	A0A178V5G2
AXX17_At4g32450	A0A178V5G2
AXX17_At4g02460	A0A178V5G3
AT4G04190.1	A0A178V5G4
AXX17_At4g12320	A0A178V5G7
AXX17_At3g07030	A0A178V5G8
AXX17_At4g19150	A0A178V5G9
AXX17_At3g31900	A0A178V5H0
AXX17_At4g25710	A0A178V5H3
AT4G37440.1	A0A178V5H4
AXX17_At3g31900	A0A178V5H5
AXX17_At3g39590	A0A178V5H7
AXX17_At4g20190	A0A178V5H8
AXX17_At4g20190	A0A178V5H8
AXX17_At4g13870	A0A178V5H9
AXX17_At4g22340	A0A178V5I1
AT4G22910.1	A0A178V5I2
AXX17_At4g11270	A0A178V5I3
AXX17_At3g18800	A0A178V5I4
AXX17_At3g22990	A0A178V5I5
AXX17_At4g00010	A0A178V5I6
AT4G23430.2	A0A178V5I8
AT3G12730.1	A0A178V5I9
AT4G32460.1	A0A178V5J0
AT4G32460.2	A0A178V5J0
AT4G26210.1	A0A178V5J1
AT4G26210.2	A0A178V5J1
AXX17_At4g41140	A0A178V5J2
AXX17_At4g13310	A0A178V5J3
AXX17_At4g13310	A0A178V5J3
AXX17_At4g13100	A0A178V5J4
AXX17_At4g02500	A0A178V5J9
AXX17_At3g11200	A0A178V5K3
AXX17_At4g11150	A0A178V5K4
AXX17_At4g11150	A0A178V5K4
AXX17_At4g11150	A0A178V5K4
AT4G21690.1	A0A178V5K5
AXX17_At4g37960	A0A178V5K6
AXX17_At4g18340	A0A178V5K9
AXX17_At4g22950	A0A178V5L0
AXX17_At4g22950	A0A178V5L0
AXX17_At4g22950	A0A178V5L0
AT4G13370.1	A0A178V5L1
AXX17_At4g14880	A0A178V5L2
AXX17_At4g09350	A0A178V5L3
AXX17_At4g09350	A0A178V5L3
AXX17_At4g09350	A0A178V5L3
AT3G10700.1	A0A178V5L4
AXX17_At3g19030	A0A178V5L5
AXX17_At3g19030	A0A178V5L5
AXX17_At4g32870	A0A178V5L6
AXX17_At4g32870	A0A178V5L6
AXX17_At4g16070	A0A178V5L7
AXX17_At3g14490	A0A178V5L9
AXX17_At3g14490	A0A178V5L9
AT4G33700.1	A0A178V5M0
AXX17_At4g24620	A0A178V5M2
AXX17_At3g04370	A0A178V5M3
AXX17_At3g04370	A0A178V5M3
AT4G20460.1	A0A178V5M4
AXX17_At4g29200	A0A178V5M5
AXX17_At4g29200	A0A178V5M5
AXX17_At4g20380	A0A178V5M6
AXX17_At4g20380	A0A178V5M6
AT4G37900.1	A0A178V5M7
AT4G37900.2	A0A178V5M7
AXX17_At3g02820	A0A178V5M9
AT3G54940.2	A0A178V5N1
AXX17_At4g02360	A0A178V5N2
AXX17_At4g03440	A0A178V5N4
AXX17_At3g38400	A0A178V5N6
AXX17_At4g13680	A0A178V5N8
AXX17_At3g46440	A0A178V5N9
AXX17_At3g22370	A0A178V5P3
AXX17_At3g22370	A0A178V5P3
AXX17_At4g20020	A0A178V5P6
AXX17_At4g09470	A0A178V5P8
AXX17_At4g41250	A0A178V5P9
AXX17_At4g41250	A0A178V5P9
AT3G21305.1	A0A178V5Q1
AXX17_At4g37360	A0A178V5Q3
AXX17_At4g37360	A0A178V5Q3
AXX17_At4g37360	A0A178V5Q3
AXX17_At4g14920	A0A178V5Q5
AXX17_At4g44010	A0A178V5Q6
AXX17_At3g29280	A0A178V5Q7
AXX17_At4g35530	A0A178V5Q8
AXX17_At4g01540	A0A178V5R0
AXX17_At4g18530	A0A178V5R1
AXX17_At3g36540	A0A178V5R2
AXX17_At3g13080	A0A178V5R3
AXX17_At3g13080	A0A178V5R3
AXX17_At3g29280	A0A178V5R4
AXX17_At4g16270	A0A178V5R5
AXX17_At4g11100	A0A178V5R6
AXX17_At4g21430	A0A178V5R9
AT4G34120.1	A0A178V5S0
AXX17_At3g26800	A0A178V5S1
AXX17_At3g26800	A0A178V5S1
AXX17_At4g23360	A0A178V5S2
AXX17_At4g23360	A0A178V5S2
AXX17_At4g23360	A0A178V5S2
AXX17_At4g23360	A0A178V5S2
AXX17_At4g23360	A0A178V5S2
AXX17_At4g23360	A0A178V5S2
AXX17_At3g13620	A0A178V5S4
AT4G17360.1	A0A178V5S5
AXX17_At4g22270	A0A178V5S9
AT3G13672.1	A0A178V5T3
AT4G27810.1	A0A178V5T4
AXX17_At4g06550	A0A178V5T6
AXX17_At4g45290	A0A178V5T7
AT4G30450.1	A0A178V5T8
AXX17_At3g42120	A0A178V5T9
AT3G01610.1	A0A178V5U0
AXX17_At4g26460	A0A178V5U1
AXX17_At3g42290	A0A178V5U4
AXX17_At4g05110	A0A178V5U5
AXX17_At3g31460	A0A178V5U7
AXX17_At4g18180	A0A178V5U8
AXX17_At4g18180	A0A178V5U8
AT4G31390.1	A0A178V5V0
AXX17_At4g34180	A0A178V5V1
AXX17_At4g34180	A0A178V5V1
AT3G53170.4	A0A178V5V3
AXX17_At4g11540	A0A178V5V4
AXX17_At4g37270	A0A178V5V5
AXX17_At4g03580	A0A178V5V6
AXX17_At3g25440	A0A178V5V7
AXX17_At3g38210	A0A178V5V8
AT3G49720.1	A0A178V5V9
AT3G49720.2	A0A178V5V9
AT3G49720.3	A0A178V5V9
AXX17_At4g25830	A0A178V5W1
AXX17_At4g23180	A0A178V5W3
AXX17_At4g20680	A0A178V5W4
